"","Soil","Root","Rhizosphere","Sludge","Sand","mud","rhizome","sediment","nodule","Soil2","Root2","Rhizosphere2","Sludge2","Sand2","mud2","rhizome2","sediment2","nodule2","total_words"
"1","49.4214599287524","14.2317250417334","36.4005869682528","4.43497456160124","9.6720043289855","12.3516594196708","5.73659365052315","11.4265314370042","26.5897498393136","43.3216385685641","20.9153690841471","34.0122192924694","8.83583407995877","12.9605583566593","29.2323981330931","3.89517455005773","13.1342981948679","29.7529928725017","25.8386545735516"
"2","49.9283660054077","13.1594624394937","38.2020888605833","6.27231527220055","10.3676326612748","12.9866769322474","2.67790553521515","11.5774618691775","25.9449369958613","42.9157676814576","20.5600408804423","33.7960971766592","9.61906224063632","13.9168399949073","32.8673941809238","1.65362769138962","13.3596141830746","31.670137527194","26.4631791320901"
"3","50.8184955237201","11.7808369695355","38.2207737878335","4.82386477964701","9.5731812877168","12.2971165618705","1.71312465931032","12.2553718614694","25.6864752747622","43.2991732890012","19.4354437673334","32.3413295822158","6.37562395476539","14.2820648925869","32.4975745844277","1.19711759449929","14.5112079736372","31.7353269593086","23.7463101874755"
"4","53.3200291556477","13.1523302405205","37.6490790113827","5.1593572571725","10.836044046591","12.3104112171225","3.58769279530248","11.440892776179","26.2403938598193","42.3187799985934","21.1680250646624","34.0157576045919","10.5753726263913","13.1479266529654","33.5954494743821","3.51301679415301","14.1229453008294","31.5705853789136","21.1554463795387"
"5","50.8420283479294","12.2631832831522","36.6875228220181","8.27315975495722","8.83434959238014","11.0020651003009","1.22371548951862","10.9198438818233","25.203307550026","42.3035195843102","19.1501904238353","33.9280442494254","8.67272987969488","10.8368481451564","31.6890048280034","3.30652273439973","13.3440350438194","30.1864898560185","23.7208328993229"
"6","49.8135732489091","14.7794077390989","38.9258190566647","8.1372647118493","10.0165703932355","11.6114803963557","3.29957714188068","10.5293133458737","26.9227245502403","40.7945693076578","20.949399971409","32.4099347633817","8.96839981842893","12.1401973686612","33.1291447691732","3.92428431108285","13.4817036490341","32.2068985181487","24.1180706347159"
"7","49.6935770230029","13.3780376369523","40.5305063293658","6.00230414210615","8.87124994709066","11.126180988677","4.62696207118491","10.5055737823176","27.4814306267224","42.0469664756302","21.4451779505209","32.2054893001691","8.63365897345495","12.6442637788801","32.7972133909498","2.57425657803908","15.2166714055047","32.141432505448","20.9224740731954"
"8","50.4680973291373","13.2890422106463","36.36813511728","6.12483591372485","9.90826714776464","12.9601722225672","3.39368393861313","8.56899353162004","26.4710245640325","44.1033061283459","20.875924711736","34.0741083539479","7.12489318899893","12.8280272940407","31.8220137426384","0.926867062612961","9.71490812557575","29.9960991265475","23.335417454128"
"9","52.5022697937677","11.4510072825235","36.3796288435784","4.97111986406175","9.4171372739751","11.205906972297","4.09846821128138","11.0663048998479","25.0246945514529","43.2581984547057","21.2660020041028","32.9795668368381","7.24278968019013","11.2837247483687","29.5910833417619","2.15068644901884","13.6737939554217","31.5205596366229","24.978022208847"
"10","51.2667777701603","14.0741046208796","36.9028039512018","7.69940382839271","9.47952067623498","11.9025829348911","1.4174257258907","10.7208777250395","26.7957725692984","42.4449198491812","19.5202313027036","35.4828715235418","9.32108713353198","13.1244192522919","28.7377439062674","1.83748363712892","14.3554286349543","30.7445336010713","23.7478368400301"
"11","51.2589091278968","12.9819474902218","37.4823914255217","5.3520970311189","10.7227658679395","12.2469233512724","1.92211564498235","8.45583549099633","25.8425111356388","44.7031236145511","20.8739228749955","32.0248541873852","7.2309522950202","13.0275185861106","31.1143925638634","2.50361198300153","13.0115674458596","30.4042733612384","23.189490974402"
"12","50.7452907119999","13.5235978546876","38.225581899644","8.23252083069664","9.75415410772344","12.2129456317572","2.26861903116617","9.75627583336657","26.5730355443827","43.227066089284","19.3892208296474","32.7274094167851","7.76045503813552","13.4290955042934","30.962270406839","2.14803326076479","12.7904311648202","30.4539705350869","25.1093870483778"
"13","50.7221633488218","12.520642051086","38.0120157658623","6.46070211891184","9.01044998408804","11.4831216496164","3.57238937281438","10.4845006089649","25.4548666021686","42.8082734736846","17.8933285122329","34.0306146240891","7.91210847274959","13.3222976243867","34.9080022773043","2.52884168356783","13.0896215795443","32.1016350377973","22.5289287217896"
"14","53.8626282243844","11.8453233331544","38.0010207393852","6.63139413554902","10.5919443593632","13.2721349886641","3.74845668802736","9.01336393750491","27.8411691239248","41.8888870098095","20.2467655772387","35.1332525322729","7.55232407532104","12.7589978802491","29.1981332019269","4.6725294144247","12.239942895009","30.3144368514584","24.9778057542583"
"15","50.5665314312787","12.9289836817614","38.4113083517916","7.71274283864754","9.49892150079075","10.772528428482","3.37198083190712","9.48295516545094","27.8335573808574","44.3678620410534","19.4561606331092","32.1527060452688","8.23588778300125","14.6457766722338","31.4464229874543","2.19671805113766","12.4803993222494","31.0944184041977","25.7723704595879"
"16","50.1690133401668","12.6865338108287","36.6565181933202","4.96578436392014","11.507789706749","13.3721596748101","3.24804445778079","11.34890723794","26.2033428979393","43.0665266028434","19.7543243998839","33.1554291471899","6.7593269254067","12.4708566154215","32.450066688814","4.25061088304062","14.2699058739367","30.765116655776","24.7149872391869"
"17","53.109316320441","11.5963498793349","39.187330473001","5.12997270497719","11.1826555574367","10.7734210885838","2.67417358499431","12.0084730073425","25.5554524872037","44.2123024807106","19.3693160979612","34.7188930916205","6.52815002093989","12.5699645942675","31.648698908747","4.82105879143009","13.3761857992128","29.3381373249797","23.1473867976819"
"18","51.019792913271","11.9482950211858","37.5672790020836","4.17339299621544","11.8736147537967","12.8933127084828","2.60432939088266","11.8528171176154","27.0113113883459","42.4253113440007","18.9044210622899","32.3298809847397","6.28643101620898","15.0225873407496","32.7878661242356","2.34548076024843","17.8526324633628","31.3954324059275","26.0410376637169"
"19","50.3386993566953","12.7793964920489","38.9808193933754","6.48133015977244","8.70590549866835","12.2968084884324","4.06020027234507","9.91553020289221","24.8446338679867","45.8633552032194","18.7730773039213","34.7169548825744","7.36030885816413","13.5092162021414","32.740046999354","1.82806116377913","11.9785635222322","34.2556296028987","24.9754901136285"
"20","51.3986926349691","12.7436583232181","38.5958027158982","7.93113534823295","11.2417780562439","11.1835344401125","3.06789937878069","11.5581928467849","25.1835643543142","42.9651781363918","21.4069819400245","35.8788670711491","7.64430469779354","14.3447687530653","31.1059590745427","3.32891144743238","14.5105571801095","32.0363583243161","23.012847858409"
"21","50.1067052165177","10.141404229379","37.5176899095753","8.82709354190947","9.84840605349823","13.1782025169947","4.83023582779604","10.4973885961395","26.6604730184131","42.4755035192114","17.4601772565708","33.6303016146435","8.16502119895761","13.4903672539574","31.0114619282578","2.42645460595125","13.2637818348644","30.744084686015","22.4069624174765"
"22","50.6577424920888","12.7977054809587","38.0423667522391","5.80152747857025","10.0134078727413","11.8341011600227","1.37006592375619","10.5617558258834","25.375631815202","44.3488648654832","19.3664794464653","32.6929185850045","7.67726687436585","13.4706481684929","33.1747832839138","0.770217208757164","14.9968083988961","32.3980151368876","23.9892274654905"
"23","50.9938771725641","11.8895143700813","36.5146036346641","9.38123119833039","11.1113940349364","12.5835226426528","3.3686620510672","10.3303622903083","27.4511646763579","44.7586188132997","18.0382438214622","34.4998304020209","11.1491908428064","12.8692420128815","32.4305548401743","1.05305697165234","12.6866570587274","32.5154157368493","24.6793519181183"
"24","51.3166682603582","11.0487466411179","37.1252362458588","6.27197779314082","10.2993318620626","11.4790076823397","1.93828050174354","10.459102087176","26.361522808176","42.1047789069101","18.0582469543097","32.6994797401336","9.05242116296333","11.824488560297","30.7299655276192","1.63395613482078","11.831559212662","30.6301682267538","21.5171488545166"
"25","51.8405451015048","11.6825104062055","36.7410153724528","5.9376200236471","11.2584945678566","11.558985649228","3.9328100371293","12.4646006907741","27.026881550083","47.2715353567197","21.1651921313718","32.7024711349862","7.65168787300103","13.2567633864681","31.4644933238747","5.96926733352138","14.9746176806757","30.3928667148192","23.5086505425368"
"26","52.6350145047702","13.1997557901489","37.4539856002314","3.1184425245885","10.3441966469898","12.5222578519298","3.80863301805098","9.41704943660817","26.9720239440877","44.525046943476","19.9572834878724","34.3972381886396","7.10740143277829","13.1356262204542","30.3843862630806","1.56335309795595","12.3891400437396","30.2301395434561","23.2307363600077"
"27","52.9148401345649","13.4534012947847","37.3141251250879","5.07536278946447","10.5675183538345","12.7254684209379","0.384202442405057","10.081286672772","26.6294598707247","44.7656181503318","20.7235784732151","34.4803300351613","9.54056058739018","12.4472216826526","34.7921945997376","1.87027436144749","13.1156214092857","28.6026100995773","23.7244901407998"
"28","50.8556613085217","12.2146738791064","37.193271643627","7.27862154297348","11.4005361300459","11.9616395437906","1.62033891782549","10.6356915463668","25.831092295373","43.0300981494557","17.6249100590044","32.3064703374434","6.23895208490308","13.94319067237","30.1988928252784","2.59126954369063","12.7146217606903","30.5098431956802","23.1673520506014"
"29","51.2764707324043","13.1526208985855","36.2843275246049","4.75076846339273","8.85255225737838","12.3990835457101","1.96978752394027","10.7101315030945","25.2441882151655","43.8872623900759","18.4959888678373","33.2279748388418","7.60878730931521","13.8085286846751","31.7199995156776","1.01588607589843","12.7741359201264","32.1354078995951","23.0244585405416"
"30","51.6538678846382","13.3772027289529","38.152453380256","7.60673213137732","9.9444406384358","11.0649877078578","4.38544434280178","10.5043028366852","26.4969357473743","44.6248002895465","20.5196789123043","31.9488716330868","7.67728374053197","13.4445752934531","29.6555281615935","4.61320333738339","13.8747515496181","30.3934582065821","22.753919692241"
"31","54.7579081335008","14.2985207931508","36.2425111880994","4.95222961643985","10.6358506348641","12.6258690063895","4.34446367414923","10.0982427784524","26.107177605065","44.6460493078945","18.9988147495374","33.7828620608919","6.92429529923867","12.9272547174914","32.9478266337626","3.29563631564287","12.3366892412524","31.0094097929171","19.7733832746484"
"32","50.8268047403152","11.759045881949","37.5892572114447","6.27177859961125","10.6574946002616","9.9326256011533","2.93640862314394","10.150716410148","25.4934928370331","43.586910180394","18.9427244146671","31.9815780623984","6.39475948621981","14.143520125922","32.4950268625047","2.26359196869798","13.1392657832213","32.5240146831896","22.1794892778631"
"33","54.0070963496668","12.7217755247747","36.6748906265113","5.40288179461901","8.88097224734528","13.3663480164229","-Inf","11.8819632248271","26.5777996729391","42.2243263200052","22.6895184629956","31.7807394743784","8.15687662939191","11.4694093047325","31.1198057292727","3.79712230031388","14.6673014730004","31.2271584042854","21.9724739272399"
"34","50.7382154646584","11.8206926292601","39.3537901073444","6.19402756345906","10.9417242969132","10.8989708205838","-Inf","9.04489770618093","26.8753807423018","43.4231184872921","19.1535284562552","31.8911995998854","9.47877083664322","14.7047458235592","27.9757614402621","3.04254789744741","11.6806676441819","30.1534591251414","23.0831310328027"
"35","52.6154846657969","12.6869300449257","38.8999055343621","6.46889676598607","10.4761263090848","11.008617975511","-Inf","14.0290280094621","25.7290804224155","43.1651431096895","18.7067820139455","33.1638323320915","11.1490201475449","14.519131996881","33.6973310559877","2.64546799009124","14.8365551875824","32.0075246161673","24.7987765219115"
"36","54.0958540641166","11.977228124374","38.7829692443835","6.75636117973956","9.36470409505079","13.0896043593035","-Inf","8.81024792835001","26.1519958320025","43.5225667277683","21.6778857347394","34.7298823787475","8.2244968761738","12.624594495926","33.1611823727396","4.75015529551054","11.1136455594472","30.3561340281418","21.8838192478871"
"37","49.0135742055487","11.2280656468342","39.4407184386562","6.70131452610477","10.7790309415757","12.9265581185109","-Inf","10.3871094613207","26.6772009194935","45.5757972117692","18.4441803730107","32.102732446642","7.65343086226644","13.5689300919715","32.5977387882838","-Inf","12.7822975199466","30.0450769975141","24.2617972606344"
"38","52.8906982472602","10.6673572575734","38.0989872410348","4.47442638552717","9.25365967681655","13.8293003155951","-Inf","10.255885462529","27.0575079329532","43.5660168919478","19.1585118106918","33.8644729712134","7.81369132654662","12.851878006588","35.3137204665099","-Inf","13.4673322015879","30.3628162806423","22.0104685487711"
"39","52.7611371479775","12.1200996844587","38.0665839357523","4.25377771475013","10.0433470856398","12.5518299246549","-Inf","9.09023251984758","26.6444810374073","44.9381368025673","20.9118079285523","33.1503286082748","8.49649270240628","11.6919219452023","31.6940231877534","-Inf","11.6388201421793","29.4627928033012","23.8745265070875"
"40","53.0133882637505","12.2343339860007","39.8145331815543","7.95334874563081","9.51299472132851","12.0189977803328","-Inf","10.3694615668094","25.1112071404744","44.4586468970249","21.878174095678","32.9663219954607","7.02718487788259","13.1617864248502","31.1646212736583","-Inf","11.7428492060869","30.0931861752837","22.7990501752251"
"41","53.0444194875843","11.7553553469588","38.3549315282294","5.29990673844072","11.1946229903735","11.1789268359935","-Inf","10.3505180095573","26.6063074129697","42.6948709696727","19.4030239001488","32.6755108461158","7.64355749547465","12.9254948593842","33.5565532129176","-Inf","12.0322787872884","29.8480875897574","22.7379600310384"
"42","52.1274479220432","12.6646456791528","35.0659545064585","4.4055971806982","10.3927420771043","12.1001148234575","-Inf","8.89270706094013","25.7951251226633","43.8981578861404","21.0942400110857","34.5745491136565","8.41435206605241","12.3351035164971","32.4899738334435","-Inf","12.7939312088138","31.4838317081536","22.7615083677682"
"43","51.6502372120281","12.2988861395391","37.79467360417","4.69192111741716","9.63968490864642","11.4181363650677","-Inf","10.0357168975098","25.4189154238714","42.3208251074028","20.3410811573233","33.1879708378187","5.29176294614845","11.9492237689933","32.7409551693049","-Inf","11.5191807133208","31.4913533088374","23.219290540471"
"44","51.4742502057353","12.5705736469531","38.0667824606816","4.84470294721169","9.89773006974937","14.1791184783486","-Inf","11.1267456916143","26.2789602116556","44.2849987680958","20.9737392381618","32.3649593260415","5.42601887169508","12.085948662676","33.1240674991419","-Inf","14.6229717476405","31.0733697790743","24.1067403479698"
"45","51.2186274870838","13.1476052307391","40.2333144113457","5.95994454599478","9.91955602887499","11.337615759508","-Inf","11.1886410034164","26.8051651389691","44.38769185432","19.6997156383472","35.6475262285789","7.86959019926178","12.4167005773772","32.0225532524141","-Inf","11.4613234862071","29.6132908805554","22.6087866841022"
"46","51.8332216733853","12.5855306757763","37.1502597055398","6.60740742499652","9.79610223956898","12.333181391254","-Inf","9.83476628391547","25.1186477045031","45.0619629770921","18.411469749353","33.6833698656337","9.45885758227363","12.7347789618458","34.0157872792734","-Inf","13.7538878748805","30.940834691159","24.4204464933157"
"47","52.0041984214976","13.3129449521021","37.5892914042409","5.75822157322129","8.30834315685433","12.0486930636895","-Inf","10.4566819197838","25.3359178867309","44.613713996856","19.7581728047425","32.4022699276804","6.01486450601198","10.2943732525802","32.1207360454357","-Inf","11.5695630205763","33.0329559743617","25.5433616359814"
"48","49.7008247912406","12.5353014188347","38.9147129286593","6.06827223424548","9.67247457943766","11.0136214562507","-Inf","9.82683183136692","26.3345887333171","43.3164631021083","18.1008864257799","34.5260590120956","9.08338388858726","14.7601964911035","28.48995055872","-Inf","12.0855940857537","31.1462710201107","23.4833470024624"
"49","51.8392439850288","12.7820041421151","37.9804145847929","8.17489176219068","9.21399908915308","9.00492760891755","-Inf","11.342397670404","26.1274487310321","43.5812475232926","18.6474309446817","34.2023360461705","7.84301273734371","11.82937905577","30.7492445322077","-Inf","10.9847805439531","31.352727997297","23.8160713056409"
"50","52.7897205862334","11.7478018895824","36.9391122222933","4.08184697563576","8.83948609649602","11.9525481392326","-Inf","10.7232484418299","25.7752039428174","44.4024969221738","20.344918722255","34.3927895777363","6.29731651862865","11.1577010096755","29.9501106874818","-Inf","11.2376870066419","32.3628633587525","21.9362352509231"
"51","51.8126441588706","11.6167558859266","37.3499325887944","3.83028557011854","10.1235868099136","12.8029651257632","-Inf","9.88048389110994","27.1758309980664","41.6280574810658","16.6538423302859","31.7931811977262","6.84782187732022","12.2931871630703","33.8955514093759","-Inf","12.5197336431075","30.3998423764997","24.8409668911066"
"52","53.59640960227","12.333908521244","38.2550198565107","3.9470534506719","9.36142915021832","12.8766695615467","-Inf","10.8447887448755","25.9073521782548","44.215224016244","18.6775703218616","34.8698491613547","4.99896304075152","14.3879052238292","33.7020207656902","-Inf","10.3113755353433","30.7358131587764","24.6497896761641"
"53","50.7284020325826","13.3833901991269","37.2113363798041","7.56105224386953","9.73615666870945","12.7647326211554","-Inf","11.996119801683","26.2129862792977","42.0391756052818","19.4714656555891","32.8570255427197","9.75584018340023","12.0063771264226","31.5503085508907","-Inf","12.4809754220244","32.9344037846857","23.4775251615946"
"54","51.9952218339303","15.3294529884948","38.7012815175307","6.71320482383832","11.8853163692233","11.8856525574721","-Inf","9.0378308309455","26.6344262695689","45.3071464617206","20.3645450437193","31.7813952460291","9.51035164588782","12.5036283838498","30.2217481421258","-Inf","12.4481431453175","29.7757926486186","24.5935300826407"
"55","49.6735197737793","12.7929925298671","36.3024059836353","7.02054452309417","9.97886908997434","10.1294951762073","-Inf","8.55826870633702","25.5586158946592","43.2929848359064","18.5823008127149","33.1341225533966","7.21895832795771","15.794732508051","30.7961197591214","-Inf","10.4730723099479","30.2663922849883","22.3787933843355"
"56","53.1880137067388","12.2716633849687","37.4148935379808","6.82868407740675","10.3876639310746","11.3865985128866","-Inf","10.745796998246","25.4086537607666","40.6107790952164","18.86567214077","34.6477548794058","9.12020595772619","14.3077271185017","34.2912693990098","-Inf","11.1243082731245","32.396999655725","24.1977522652565"
